Index,UserID,gameRating,desktopRating,workRating,CPU,CPURating,GPU,GPURating
815,36293861,70%,73%,60%,AMD FX-8350,68.6%,Nvidia GTX 1080,102.3%
816,36293864,7%,48%,7%,Intel Core i7-10510U,47.4%,Intel UHD Graphics,4.6%
817,36293872,176%,102%,199%,AMD Ryzen 9 3900X,98%,Nvidia RTX 2080-Ti,180.8%
818,36293875,43%,79%,38%,Intel Core i7-6700,67.7%,Nvidia GTX 1060-6GB,56.2%
819,36293876,73%,90%,72%,AMD Ryzen 7 3700X,77.8%,AMD RX 5600-XT,87.1%
820,36293877,87%,86%,90%,AMD Ryzen 7 3700X,79.5%,Nvidia RTX 2070S (Super),109%
821,36293881,212%,101%,233%,Intel Core i9-10850K,98.3%,Nvidia RTX 3080,222.6%
822,36293885,123%,87%,125%,AMD Ryzen 7 3700X,85.1%,Nvidia RTX 3060-Ti,146.9%
823,36293887,66%,93%,60%,Intel Core i7-9750H,89.1%,Nvidia GTX 1660-Ti (Mobile),68.5%
824,36293894,164%,104%,170%,AMD Ryzen 7 5800X,94.4%,Nvidia RTX 3070,174.8%
825,36293896,131%,100%,125%,Intel Core i7-9700K,100.8%,Nvidia RTX 2070S (Super),128.7%
826,36293897,121%,87%,117%,AMD Ryzen 5 3600,82.3%,Nvidia RTX 3070,148.1%
827,36293898,7%,49%,7%,Intel Core i3-5005U,48.2%,Intel HD 5500 (Mobile 0.95 GHz),3.4%
828,36293902,156%,98%,166%,AMD Ryzen 7 5800X,90.9%,Nvidia RTX 2080-Ti,175.8%
829,36293907,9%,65%,8%,Intel Core i7-4700MQ,65.5%,Nvidia GeForce GT 750M,6.1%
830,36293910,74%,94%,70%,Intel Core i7-9700,96.3%,Nvidia GTX 1660-Ti,76.2%
831,36293914,31%,83%,30%,AMD Ryzen 5 3600,78.7%,Nvidia GTX 960,33%
832,36293916,118%,86%,101%,AMD Ryzen 5 3400G,79.6%,Nvidia RTX 3060-Ti,145.4%
833,36293920,94%,101%,90%,Intel Core i7-9700K,103.1%,Nvidia GTX 1080,87.4%
834,36293921,0%,34%,0%,Intel Core i3-2310M,52.6%,Intel HD 3000 (Mobile V1 1.1/1.2 GHz),0.9%
835,36293959,0%,33%,0%,Intel Pentium E5800,33.8%,Intel G41 Express Chipset,0.3%
836,36293962,74%,96%,65%,Intel Core i7-9750H,88.5%,Nvidia GTX 1660-Ti (Mobile),77.6%
837,36293964,16%,83%,16%,Intel Core i7-10750H,82.6%,Intel UHD Graphics,9.9%
838,36293965,48%,73%,37%,Intel Core i7-4770,62.6%,Nvidia GTX 1070,73.3%
839,36293968,56%,93%,48%,Intel Core i5-8600K,92.7%,Nvidia GeForce GTX 1060 6GB,54.4%
840,36293970,38%,76%,35%,AMD Ryzen 5 2600,68.2%,AMD RX 580,47.7%
841,36293971,99%,89%,118%,AMD Ryzen 9 3900X,82.9%,Nvidia RTX 2070S (Super),116.4%
842,36293974,125%,107%,124%,Intel Core i9-10900K,104.1%,Nvidia RTX 2070S (Super),116.7%
843,36293975,1%,37%,1%,Intel Pentium Dual E2160,39%,Nvidia GeForce GT 710,4%
844,36293987,119%,94%,113%,AMD Ryzen 5 3600X,93.5%,Nvidia RTX 2070S (Super),125.4%
845,36293989,73%,95%,67%,Intel Core i7-8700K,95.5%,Nvidia GTX 1070,77.1%
846,36293991,161%,95%,161%,AMD Ryzen 7 3700X,94.7%,Nvidia RTX 2080-Ti,172.2%
847,36293992,99%,95%,91%,Intel Core i7-8700K,90.1%,AMD RX 5700-XT,108.2%
848,36293996,61%,87%,51%,Intel Core i5-9600K,85.1%,Nvidia GTX 1660-Ti,69%
849,36293998,46%,90%,46%,AMD Ryzen 7 3700X,90.6%,Nvidia GTX 1650,44.6%
850,36294001,47%,80%,44%,AMD Ryzen 5 1600,73.4%,Nvidia GTX 1060-6GB,55.3%
851,36294002,90%,94%,103%,AMD Ryzen 9 3900X,91.9%,AMD RX Vega-56,92.9%
852,36294007,116%,91%,119%,AMD Ryzen 7 3700X,90.4%,Nvidia RTX 2070S (Super),128.1%
853,36294009,8%,61%,8%,Intel Core i5-7200U,62.8%,Intel HD 620 (Mobile Kaby Lake),4.8%
854,36294012,100%,92%,92%,AMD Ryzen 5 3600,92.6%,AMD RX 5700-XT,104.3%
855,36294017,9%,71%,9%,Intel Core i5-9300H,72.9%,Intel UHD Graphics 630,6.1%
856,36294027,99%,100%,95%,Intel Core i7-9700K,103.4%,Nvidia GTX 1080,92.6%
857,36294032,100%,96%,93%,AMD Ryzen 5 3600,92.1%,AMD RX 5700-XT,104.8%
858,36294033,112%,96%,108%,AMD Ryzen 5 5600X,93.8%,Nvidia RTX 2070S (Super),121.3%
859,36294037,76%,95%,64%,Intel Core i5-9600K,95%,Nvidia GTX 1070,75.6%
860,36294043,63%,91%,64%,AMD Ryzen 7 3700X,88.6%,Nvidia GTX 1660-Ti,65.8%
861,36294044,203%,102%,225%,Intel Core i9-10850K,98.4%,Nvidia RTX 3080,211.1%
862,36294045,199%,108%,260%,AMD Ryzen 9 5950X,105.4%,Nvidia RTX 3090,191.6%
863,36294047,89%,85%,84%,AMD Ryzen 5 3600,82.1%,AMD RX 5700-XT,107.1%
864,36294051,103%,95%,103%,AMD Ryzen 7 3700X,88.5%,Nvidia RTX 3070,113.7%
865,36294060,50%,87%,48%,AMD Ryzen 5 3600,83.4%,AMD RX 590,53.3%
866,36294062,87%,95%,80%,Intel Core i7-8700,89.8%,Nvidia GTX 1070-Ti,94.1%
867,36294065,48%,82%,49%,AMD Ryzen 7 2700X,80.7%,AMD RX 580,53.7%
868,36294067,270%,106%,263%,Intel Core i9-9900K,101.3%,Nvidia RTX 3090,275.1%
869,36294070,49%,86%,38%,Intel Core i3-7100,74.4%,AMD RX 480,59.1%
870,36294079,97%,95%,99%,AMD Ryzen 7 3800X,91.1%,AMD RX 5700-XT,104.5%
871,36294086,36%,73%,28%,Intel Core i5-3330,71%,Nvidia GTX 1060-3GB,50.6%
872,36294087,12%,57%,12%,AMD Ryzen 5 4500U,69.3%,AMD Radeon Graphics,5.9%
873,36294095,29%,57%,21%,AMD A10-7860K APU (2014 D.Ka),50.3%,Nvidia GTX 1650S (Super),60.1%
874,36294099,45%,91%,43%,AMD Ryzen 5 3600,87.7%,Nvidia GTX 1660S (Super),46.4%
875,36294102,26%,82%,26%,AMD Ryzen 7 3700X,77%,AMD RX 6800-XT,26.7%
876,36294104,40%,78%,33%,Intel Xeon X5687,74%,Nvidia GTX 1060-3GB,50.8%
877,36294107,96%,87%,93%,AMD Ryzen 5 3600,78.6%,AMD RX 5700-XT,117.6%
878,36294112,22%,67%,20%,AMD Ryzen 5 1500X,65.3%,Nvidia GTX 1050-Ti,28.9%
879,36294114,144%,104%,144%,Intel Core i9-9900K,100.1%,Nvidia RTX 2080S (Super),142.9%
880,36294119,6%,57%,5%,Intel Core i7-6500U,56.5%,Intel HD 520 (Mobile Skylake),4.7%
881,36294120,127%,104%,122%,Intel Core i7-9700K,100.9%,Nvidia RTX 2070S (Super),123.3%
882,36294122,68%,91%,54%,Intel Core i5-7600K,83.9%,Nvidia GTX 1070,76.2%
883,36294125,2%,34%,2%,AMD Sempron X2 190,32.2%,Nvidia Quadro FX 5600,5.6%
884,36294127,43%,75%,39%,AMD Ryzen 5 3550H,62.2%,Nvidia GTX 1660-Ti (Mobile Max-Q),62.5%
885,36294129,50%,84%,40%,Intel Core i5-6600K,79.8%,Nvidia GTX 1060-6GB,58.1%
886,36294134,49%,84%,50%,AMD Ryzen 7 1700X,80.4%,AMD RX 580,52%
887,36294139,65%,94%,59%,Intel Core i7-10750H,87%,Nvidia RTX 2060 (Mobile),69%
888,36294145,82%,85%,69%,Intel Core i5-9400F,86.4%,Nvidia RTX 2060,94.9%
889,36294146,159%,89%,152%,AMD Ryzen 5 3600,81.7%,Nvidia RTX 3080,197.6%
890,36294148,72%,95%,72%,AMD Ryzen 9 4900HS,92.1%,Nvidia GeForce RTX 2060 with Max-Q Design,71.6%
891,36294150,68%,92%,58%,Intel Core i5-9400F,87.8%,Nvidia GTX 1660S (Super),71.9%
892,36294151,41%,90%,37%,Intel Core i7-9850H,80.6%,Nvidia Quadro T2000,41.5%
893,36294157,47%,83%,41%,Intel Core i7-6700K,76.5%,Nvidia GTX 1060-6GB,55.9%
894,36294162,82%,80%,77%,AMD Ryzen 5 2600,71.1%,AMD RX 5700-XT,109.4%
895,36294173,67%,87%,63%,AMD Ryzen 5 2600,83.4%,Nvidia GTX 1660,73.7%
896,36294177,176%,98%,180%,AMD Ryzen 5 5600X,86.5%,Nvidia RTX 3080,208.9%
897,36294230,85%,80%,81%,AMD Ryzen 7 2700,80%,Nvidia GTX 1080,103.8%
898,36294239,118%,89%,149%,AMD Ryzen 9 3950X,82.2%,Nvidia Quadro RTX 5000,139.7%
899,36294240,11%,63%,11%,AMD Ryzen 5 3400G,64.3%,AMD Radeon RX Vega 11 Graphics,4.1%
900,36294241,34%,79%,27%,Intel Core i5-6500,71.5%,AMD RX 480,39.2%
901,36294243,215%,105%,205%,Intel Core i7-9700K,102%,Nvidia RTX 3080,215.1%
902,36294246,36%,83%,32%,Intel Core i7-4770,71.2%,AMD R9 380,43.3%
903,36294248,32%,87%,32%,Intel Core i9-7920X,78.1%,Nvidia GTX 770,31.2%
904,36294257,77%,106%,75%,AMD Ryzen 5 5600X,97.9%,Nvidia GTX 1660S (Super),72.6%
905,36294259,88%,88%,75%,Intel Core i7-7700K,82.9%,Nvidia GTX 1080,105.4%
906,36294261,87%,91%,67%,Intel Core i5-7600K,85.9%,Nvidia GTX 1080,99.3%
907,36294263,85%,85%,66%,Intel Core i5-7500,77.9%,Nvidia RTX 2070,106.6%
908,36294264,106%,99%,120%,AMD Ryzen 9 3900X,93.5%,AMD RX 5700-XT,108.6%
909,36294265,58%,82%,45%,Intel Core i5-7400,75.6%,Nvidia GTX 1660S (Super),72%
910,36294272,117%,99%,118%,Intel Core i7-10700K,101%,Nvidia RTX 3060-Ti,113.9%
911,36294273,22%,83%,18%,Intel Core i3-7100,73.5%,Nvidia GTX 750-Ti,19.3%
912,36294275,12%,83%,11%,Intel Core i5-9300H,87.4%,Intel UHD Graphics 630,7.9%
913,36294276,9%,62%,9%,Intel Core i7-3770K,63.1%,Nvidia GTX 1050-Ti,6%
914,36294277,117%,103%,110%,Intel Core i7-8086K,104.1%,Nvidia GTX 1080,110.5%
915,36294278,136%,108%,117%,Intel Core i5-9600K,105.8%,Nvidia RTX 2080-Ti,126.4%
916,36294279,56%,90%,48%,Intel Core i5-8400,88.6%,Nvidia GTX 1060-6GB,56.2%
917,36294281,110%,103%,105%,Intel Core i7-9700K,100.7%,AMD RX 5700-XT,105.7%
918,36294286,95%,98%,95%,Intel Core i9-9900K,100.8%,Nvidia GTX 1070-Ti,93.5%
919,36294288,43%,91%,41%,AMD Ryzen 5 4600H,86.2%,Nvidia GeForce GTX 1650,41.2%
920,36294293,11%,65%,10%,Intel Core i5-6500T,66.5%,Intel HD 530 (Desktop Skylake),5.1%
921,36294295,30%,78%,25%,Intel Core i7-3770,76.9%,AMD RX 570,36.7%
922,36294296,2%,40%,2%,Intel Pentium T4500,41.5%,Intel Mobile Series 4 Express Chipset Family,0.3%
923,36294297,22%,78%,18%,Intel Core i5-2500,73.6%,Nvidia GTX 760,25.1%
924,36294301,61%,88%,59%,AMD Ryzen 5 3600,78.4%,Nvidia GTX 1660,72%
925,36294302,109%,100%,93%,Intel Core i5-8600K,94.5%,AMD RX 5700-XT,110.8%
926,36294303,100%,87%,105%,AMD Ryzen 7 3700X,77.7%,Nvidia RTX 2070S (Super),127.9%
927,36294312,9%,75%,8%,Intel Core i5-10400,85.9%,Intel UHD Graphics 630,5.6%
928,36294318,14%,75%,13%,Intel Core i5-1035G1,72.9%,Intel UHD G1,6.5%
929,36294325,69%,78%,55%,Intel Core i7-2600,73.6%,Nvidia RTX 2060,93.3%
930,36294331,132%,96%,135%,AMD Ryzen 7 3700X,89.1%,Nvidia RTX 3060-Ti,147.3%
931,36294335,65%,83%,60%,AMD Ryzen 5 1600,83%,Nvidia GTX 1660,75.8%
932,36294339,105%,88%,104%,AMD Ryzen 7 2700X,85%,Nvidia RTX 2070S (Super),119.9%
933,36294340,39%,68%,33%,AMD FX-8350,63.7%,AMD RX 590,57.5%
934,36294344,48%,80%,43%,AMD Ryzen 5 2400G,68.6%,Nvidia GTX 1650S (Super),61.1%
935,36294347,6%,49%,6%,Intel Core i3-5015U,49.3%,Intel HD 5500 (Mobile 0.95 GHz),0.7%
936,36294348,225%,110%,271%,AMD Ryzen 9 5950X,107.3%,Nvidia RTX 3080,213.8%
937,36294349,83%,87%,78%,AMD Ryzen 5 2600,77.7%,Nvidia RTX 2060S (Super),100.4%
938,36294351,28%,85%,24%,Intel Core i5-8300H,80.5%,Nvidia GTX 1050 (Mobile),25.9%
939,36294353,31%,72%,28%,AMD Ryzen 5 2600X,70.3%,Nvidia GTX 1650,39.1%
940,36294357,97%,98%,84%,Intel Core i5-9600K,97.5%,Nvidia GTX 1070-Ti,96%
941,36294360,20%,77%,16%,Intel Core i5-8250U,78.5%,Nvidia GTX 1050 (Mobile),25.4%
942,36294361,34%,72%,33%,AMD Ryzen 5 1600,63.3%,Nvidia GTX 1060-6GB,44.2%
943,36294367,11%,73%,10%,Intel Core i3-4370,71.5%,AMD Radeon HD 6670,6.8%
944,36294372,41%,86%,38%,Intel Core i7-8750H,83.9%,Nvidia GTX 1060 (Mobile),46%
945,36294376,192%,108%,177%,AMD Ryzen 5 5600X,103.9%,Nvidia RTX 3070,187.6%
946,36294379,45%,78%,35%,Intel Core i5-4460,72.4%,AMD R9 390X,58.9%
947,36294381,81%,101%,65%,Intel Core i5-6600K,92.7%,Nvidia GTX 1660S (Super),80.5%
948,36294383,0%,21%,0%,AMD Phenom 9600,26.7%,Nvidia GeForce 6150SE nForce 430,0%
949,36294387,130%,100%,130%,Intel Core i7-10700,101.9%,Nvidia RTX 2070S (Super),127.7%
950,36294391,39%,74%,36%,AMD Ryzen 5 1600,73.9%,AMD RX 480,49.4%
951,36294392,114%,92%,90%,Intel Core i5-7600K,87.1%,Nvidia RTX 2070S (Super),131.8%
952,36294395,7%,48%,6%,Intel Core i5-3210M,45.5%,Intel HD 4000 (Mobile 1.25 GHz),3%
953,36294398,229%,108%,232%,Intel Core i9-9900KS,105.8%,Nvidia RTX 3080,221.3%
954,36294401,140%,97%,116%,Intel Core i7-4790K,97.4%,Nvidia GTX 1080-Ti,145.3%
955,36294406,116%,109%,140%,AMD Ryzen 9 5950X,106.4%,Nvidia GTX 1080,105.6%
956,36294408,1%,42%,0%,Intel Core i3 530,48.2%,Intel HD Graphics (Clarkdale 0.733/0.9 GHz),0.8%
957,36294411,47%,76%,48%,AMD Ryzen 7 1700,70.6%,Nvidia GTX 1060-6GB,56.6%
958,36294413,100%,84%,94%,AMD Ryzen 5 3600,79.3%,Nvidia RTX 2070S (Super),123.8%
959,36294417,181%,107%,174%,AMD Ryzen 5 5600X,100.7%,Nvidia RTX 3070,181.5%
960,36294418,44%,84%,50%,AMD Ryzen 7 3700X,71.3%,Nvidia GTX 1060-6GB,55%
961,36294420,71%,89%,73%,AMD Ryzen 7 2700X,86.8%,Nvidia GTX 1660S (Super),75.1%
962,36294423,6%,57%,6%,Intel Core i5-2450M,58.3%,Intel HD 3000 (Mobile V2 1.3 GHz),1.8%
963,36294426,88%,84%,85%,AMD Ryzen 5 3600,74.9%,AMD RX 5700-XT,111.8%
964,36294427,28%,85%,25%,Intel Core i5-8300H,79.8%,Nvidia GTX 1050 (Mobile),26%
965,36294439,97%,92%,110%,AMD Ryzen 9 3900 12-Core,88.9%,AMD RX 5700XT 50th Anniversary,105.2%
966,36294440,106%,95%,91%,Intel Core i7-7700K,86.3%,Nvidia GTX 1080-Ti,120.1%
967,36294444,26%,81%,24%,Intel Core i7-9750H,73.7%,Nvidia GTX 1650 (Mobile),24.5%
968,36294447,92%,88%,86%,AMD Ryzen 5 3600X,86.8%,AMD RX 5700-XT,104.4%
969,36294450,103%,92%,87%,Intel Core i5-9600K,92.6%,AMD RX 5700-XT,109.9%
970,36294451,43%,84%,44%,AMD Ryzen 7 3800X,79.9%,AMD RX 580,48%
971,36294452,0%,51%,0%,Intel Core i3-5020U,57.5%,Intel HD 5500 (Mobile 0.95 GHz),0.4%
972,36294453,51%,84%,49%,AMD Ryzen 5 3600,75.6%,Nvidia GTX 1650S (Super),60.8%
973,36294456,13%,75%,12%,Intel Core i7-10510U,72.1%,Intel UHD Graphics,4.7%
974,36294464,98%,93%,108%,AMD Ryzen 9 3900X,87.6%,Nvidia RTX 2070S (Super),106.7%
975,36294469,58%,87%,53%,Intel Core i7-9750H,83.6%,Nvidia RTX 2060 (Mobile),65.5%
976,36294473,27%,93%,28%,AMD Ryzen 7 4800H,89.6%,AMD Radeon Graphics,18.9%
977,36294474,12%,81%,11%,Intel Core i5-9300H,84.6%,Intel UHD Graphics 630,7.8%
978,36294480,22%,68%,20%,AMD Ryzen 5 1500X,64.4%,Nvidia GTX 1050-Ti,29.1%
979,36294483,23%,96%,21%,Intel Core i7-1165G7,87.2%,Intel Iris Xe,21.8%
980,36294487,25%,94%,24%,AMD Ryzen 7 4800H,89.3%,AMD Radeon Graphics,17.4%
981,36294489,10%,69%,10%,Intel Pentium Gold G5400,68.2%,Intel UHD Graphics 610,2.9%
982,36294491,49%,92%,46%,Intel Core i7-8700,92.3%,Nvidia GTX 1080-Ti,48%
983,36294492,128%,107%,139%,Intel Core i9-10900K,104.1%,Nvidia RTX 2070S (Super),120.1%
984,36294494,118%,102%,109%,Intel Core i7-9700K,95.5%,Nvidia RTX 2070S (Super),121.3%
985,36294501,76%,84%,64%,Intel Core i7-4790,78.9%,Nvidia RTX 2060,95.9%
986,36294503,7%,53%,7%,Intel Core i7-4600U,57.7%,Intel HD 4400 (Mobile 1.0/1.1 GHz),2.7%
987,36294504,19%,66%,15%,Intel Core i5-4460,57.7%,Nvidia GTX 960,31.7%
988,36294506,74%,81%,62%,Intel Core i7-6700K,80.4%,Nvidia RTX 2060,92.8%
989,36294509,145%,90%,136%,Intel Core i7-10700,95%,Nvidia RTX 2080-Ti,160.2%
990,36294510,41%,78%,33%,Intel Core i7 975,75.3%,Nvidia GTX 1060-6GB,52%
991,36294520,47%,86%,52%,AMD Ryzen 7 3700X,78.2%,Nvidia GTX 1060-6GB,55.1%
992,36294521,64%,85%,59%,AMD Ryzen 5 2600,74.4%,Nvidia GTX 980-Ti,77.5%
993,36294526,3%,59%,3%,Intel Core i3-2130,64.5%,Nvidia GeForce GT 720,3.2%
994,36294529,51%,89%,48%,AMD Ryzen 5 2600,81.7%,AMD RX 580,53.3%
995,36294530,170%,104%,166%,Intel Core i9-9900K,106.4%,Nvidia RTX 2080-Ti,161.8%
996,36294532,78%,96%,62%,Intel Core i5-6600K,93.7%,Nvidia GTX 1070,79.5%
997,36294535,39%,76%,35%,AMD Ryzen 3 3100,73.2%,AMD RX 580,54%
998,36294536,194%,92%,187%,Intel Core i9-9900K,90.5%,Nvidia RTX 3080,220.1%
999,36294539,212%,109%,186%,AMD Ryzen 5 5600X,106.6%,Nvidia RTX 3080,202.4%
1000,36294540,14%,74%,11%,Intel Core i5-4570,75.6%,Nvidia GT 1030,14.2%
1001,36294543,27%,82%,22%,Intel Core i5-8300H,84%,Nvidia GTX 1050-Ti (Mobile),32%
1002,36294546,18%,77%,18%,AMD Ryzen 7 2700X,79.5%,Nvidia RTX 2070S (Super),18.1%
1003,36294549,32%,75%,32%,AMD Ryzen 7 1800X,77.9%,AMD Radeon  RX 580,41.6%
1004,36294551,36%,70%,28%,Intel Core i5-6500,56.9%,Nvidia GTX 1060-6GB,57.2%
1005,36294552,96%,95%,96%,AMD Ryzen 7 3700X,90.9%,AMD RX 5700-XT,101.6%
1006,36294559,57%,87%,54%,AMD Ryzen 5 2600,81.3%,Nvidia GTX 1060-6GB,61.5%
1007,36294563,227%,108%,263%,AMD Ryzen 9 5900X,103%,Nvidia RTX 3080,225.6%
1008,36294565,1%,16%,1%,Intel Atom N270,20.3%,Nvidia ION,0.8%
1009,36294569,111%,76%,104%,AMD Ryzen 5 1600,65.1%,Nvidia RTX 3070,169.7%
1010,36294572,64%,89%,55%,Intel Core i7-6700K,79.6%,Nvidia GTX 980-Ti,74.7%
1011,36294574,120%,95%,124%,AMD Ryzen 7 3700X,91.4%,Nvidia RTX 2070S (Super),130.5%
1012,36294575,229%,95%,273%,AMD Ryzen 9 3900X,86.5%,Nvidia RTX 3090,271.7%
1013,36294577,124%,96%,117%,AMD Ryzen 5 3600X,86.6%,Nvidia GTX 1080-Ti,141.6%
1014,36294580,24%,83%,22%,AMD Ryzen 5 3400G,80%,AMD Radeon RX Vega 11 Graphics,18.3%
1015,36294581,62%,93%,63%,AMD Ryzen 7 4800H,91.2%,Nvidia GTX 1660-Ti (Mobile),60.8%
1016,36294582,147%,89%,150%,AMD Ryzen 7 3700X,85.4%,AMD RX 6800-XT,175.2%
1017,36294585,20%,64%,16%,Intel Celeron G3900,50.3%,AMD RX 570,34.9%
1018,36294593,183%,106%,171%,AMD Ryzen 5 5600X,99.6%,Nvidia RTX 3070,185%
1019,36294596,54%,81%,43%,Intel Core i5-7400,70.7%,Nvidia GTX 1660S (Super),69.8%
1020,36294597,11%,63%,10%,Intel Core i7-6700HQ,66.5%,Intel HD 530 (Mobile Skylake),5.4%
1021,36294608,59%,88%,54%,AMD Ryzen 5 2600,84.9%,AMD RX 580,60.9%
1022,36294611,98%,101%,100%,Intel Core i9-9900K,102.8%,Nvidia GTX 1070-Ti,92.3%
1023,36294612,151%,98%,156%,AMD Ryzen 7 3700X,93.1%,Nvidia RTX 2080S (Super),162.8%
1024,36294613,102%,109%,105%,AMD Ryzen 7 5800X,100.7%,Nvidia RTX 2060,96.1%
1025,36294630,110%,86%,103%,AMD Ryzen 5 3600,87.6%,Nvidia RTX 2070S (Super),128.8%
1026,36294633,8%,59%,7%,Intel Core i7-4700MQ,64.5%,Intel HD 4600 (Mobile 1.15 GHz),3.2%
1027,36294640,8%,68%,7%,Intel Core i5-4570,73.3%,Intel HD 4600 (Desktop 1.25 GHz),3%
1028,36294643,132%,104%,124%,Intel Core i5-10600K,101.2%,Nvidia RTX 2070S (Super),129.1%
1029,36294645,13%,72%,13%,AMD Ryzen 5 2600,75.9%,AMD R7 240,5.7%
1030,36294650,90%,87%,70%,Intel Core i5-7500,80.6%,Nvidia GTX 1080,109.3%
1031,36294658,60%,96%,51%,Intel Core i5-9600K,95.5%,Nvidia GTX 1060-6GB,57.3%
1032,36294662,63%,85%,51%,AMD Ryzen 3 3200G,78.3%,Nvidia GTX 1660,72.2%
1033,36294679,29%,72%,27%,AMD Ryzen 5 1600,69.6%,Nvidia GTX 1050-Ti,34%
